,Y
1092,1
3649,1
12632,0
6679,1
2557,1
2236,0
3452,1
9434,0
835,1
12257,1
10053,0
9823,0
4854,0
6026,0
8846,0
11234,0
6159,0
4839,1
8974,1
251,0
6532,1
11659,1
2452,1
7878,1
3108,1
391,0
4660,1
1877,1
8511,1
782,1
1174,1
4590,0
2736,0
2439,0
11429,0
3692,1
9977,0
9210,0
1436,0
177,1
4146,1
1612,1
10052,0
11547,0
10104,1
7717,0
1980,1
8591,1
3817,0
7144,0
2692,0
4650,1
12066,1
8219,0
7560,0
1214,0
11591,0
8048,1
7499,0
10692,1
11906,0
2947,0
1222,1
386,0
9843,1
6267,1
10635,0
4505,1
1451,0
4457,0
336,0
5263,1
9272,1
6709,1
9678,0
11524,0
2922,1
11287,1
10232,0
5427,0
10039,1
3288,0
11577,1
11288,1
1287,1
1987,1
4037,0
8958,1
5469,0
9151,0
3816,0
71,1
3949,0
4377,1
5430,0
8361,1
6251,1
10693,1
7816,1
9534,0
1895,1
97,1
7987,1
1183,1
2416,1
3772,0
7784,1
5016,0
10576,0
11479,1
9420,0
1093,0
8194,1
6572,0
316,0
8324,1
1770,1
3979,1
299,0
7931,1
3228,1
11476,1
4712,1
7971,0
4973,0
1059,0
8045,1
11831,0
7830,0
3541,0
869,1
10589,0
2231,0
7469,1
11304,1
8895,1
6513,1
1128,1
12164,0
3295,1
4510,1
12437,1
4307,1
11934,0
11244,0
2722,0
940,1
6142,1
7751,1
2451,0
11128,1
9270,0
6299,1
9327,0
8238,0
6051,1
12486,1
11963,1
4875,1
2901,1
12336,1
7414,1
8988,1
8873,1
12015,0
8547,1
2567,1
10452,1
936,1
8543,0
9146,0
5829,0
9816,1
9651,0
4801,0
6695,1
7780,0
9207,0
5177,0
3135,0
9932,1
425,1
744,1
686,0
5059,1
677,1
4335,1
6869,0
7164,1
11024,1
3462,1
5331,1
5550,1
8533,0
10956,1
12193,1
5332,1
9972,0
1449,1
2680,0
3722,0
5017,0
7573,1
11137,1
458,1
11084,1
6369,1
5051,1
924,1
12145,1
10025,1
3390,1
6482,1
11286,1
4670,0
3174,0
4815,1
9387,1
9266,0
6449,1
2123,1
4396,0
9767,1
8239,1
7432,0
3843,0
82,0
7629,1
3463,0
3068,1
3011,1
1032,1
11374,1
11256,1
8739,0
5597,1
1572,0
870,1
3317,1
11880,0
6566,1
330,1
6447,1
9870,1
3089,0
10893,1
3811,0
1713,0
3187,1
5024,1
8323,1
2609,0
1137,1
9740,1
5197,0
889,1
11716,1
10983,1
493,1
7257,1
4165,0
7658,0
5714,1
4206,0
10704,0
3764,1
9727,1
8367,1
981,0
4922,0
6548,0
3718,0
9446,1
4227,0
2010,0
1795,1
764,0
4990,0
1600,1
3340,0
7846,1
2,1
8978,1
674,1
8755,0
10048,0
8235,0
2803,1
4334,1
427,1
4810,1
4300,1
7684,1
652,0
12457,0
670,0
12242,1
8886,1
9215,0
2181,1
5353,1
6570,1
12368,0
5236,0
9570,0
259,1
2307,0
3713,1
6815,1
2996,0
11249,0
11818,1
7194,1
163,0
11836,1
5679,1
264,1
3929,1
8577,0
3773,1
8423,1
2336,1
5230,0
6318,0
701,1
2050,0
9318,1
3961,1
12676,1
5247,0
2383,0
7428,1
1886,1
10719,0
9638,1
2273,1
1026,0
9286,0
5008,1
8924,1
6641,1
7962,0
964,0
11504,1
8371,1
10611,0
2432,0
5558,1
4473,0
6831,1
105,0
2471,1
999,0
11368,1
10206,0
4584,1
12394,0
7429,1
5598,0
7647,1
6115,0
11276,1
8907,1
5539,0
1602,0
1157,0
7013,0
11542,0
2673,1
1052,0
12021,1
7318,0
1762,0
1296,0
4571,1
6090,1
8096,0
5321,0
68,1
10384,0
2042,1
2863,1
6741,1
1660,1
10676,1
1548,0
6508,1
6654,1
7665,1
11020,1
3349,0
9019,1
9167,1
3627,1
76,1
3845,0
1560,0
5708,1
6255,1
6100,0
7600,1
10375,0
5351,1
9292,1
12084,0
10610,0
8208,1
4714,1
9502,0
4793,1
2117,1
11861,0
11412,1
1908,1
6240,1
3328,0
12545,0
846,0
2781,1
6400,0
300,1
11832,0
7268,1
2727,0
7427,1
902,1
10022,1
4970,1
2299,0
8689,0
11014,1
7522,0
2403,0
5349,1
7233,0
355,0
5994,0
1079,0
228,1
6181,0
860,1
10785,1
4640,1
3502,1
12586,0
3668,1
5144,0
4331,0
8002,0
6094,0
9539,1
10618,1
297,0
10243,1
11692,1
2494,1
10894,1
2964,0
4058,1
7555,0
2880,1
5871,1
4952,1
6013,0
10414,0
1935,0
5066,1
11251,0
8183,1
10131,0
10057,1
7410,1
2814,0
7319,0
3920,0
11662,1
972,1
6494,0
419,1
8603,0
2258,1
12422,0
5005,1
8983,0
9509,0
2497,0
6583,1
5789,0
9839,0
8095,1
12324,0
657,1
6127,1
524,1
2197,0
11548,0
5039,1
4466,1
5752,1
3531,1
5132,0
1703,1
4599,0
4483,1
7147,0
2864,0
1311,0
7295,0
696,0
10073,0
7332,1
4190,0
40,0
4455,1
6257,0
2982,1
4550,1
8170,1
12067,0
2155,1
7462,1
6555,0
11063,1
12617,0
1769,0
7936,1
681,0
5196,1
4733,1
2885,1
6660,1
702,0
1825,0
1397,1
4748,0
1289,1
6309,1
9302,0
7120,1
4094,0
10508,0
3134,0
2479,0
8721,1
7193,0
4150,1
5484,0
4082,0
4509,1
937,1
10832,1
10652,0
754,1
10833,1
10340,1
5956,0
711,1
8837,1
4177,0
11305,0
1945,0
564,0
8532,0
11537,1
12579,1
746,1
7652,0
4751,0
12412,0
12544,0
9162,1
7661,0
6824,1
10601,1
9329,1
12038,0
4877,1
8617,1
11509,0
6723,0
4722,1
1947,1
7007,0
1125,1
1348,1
10221,0
8792,1
1798,1
3470,1
10174,0
5411,1
12167,0
9230,0
4879,0
1268,1
4264,1
1323,0
4217,1
8970,0
7494,0
4533,1
8205,0
931,1
9956,1
12553,0
8446,1
6991,0
4272,0
3529,1
2561,1
7595,0
9802,0
4614,1
4054,0
8274,0
12035,0
8997,0
10486,0
5974,1
8333,1
2910,1
6096,0
5414,1
6657,0
3550,0
5154,1
9609,0
515,1
2825,0
3244,1
2169,1
12239,1
10727,0
7858,0
9931,0
3298,1
3372,1
7954,0
232,1
968,1
7866,1
6457,0
1355,1
9654,1
10010,0
5520,0
9012,1
886,1
5878,0
5876,1
6558,1
12652,1
859,1
1883,1
762,1
2198,0
4885,1
2319,0
9330,0
6515,1
5106,1
12423,1
8684,0
4768,1
6799,1
10136,0
10097,0
588,1
4796,0
7817,1
77,1
6504,1
2638,1
7692,1
3469,0
2362,0
4215,1
2248,0
3556,1
8255,1
4746,0
10633,1
5729,1
7922,1
3230,1
215,1
5683,1
5327,1
3819,0
392,0
27,0
10279,1
8944,1
10002,0
5572,0
8670,1
11031,1
7592,0
11365,0
909,1
7211,0
11965,1
10459,1
1558,1
6763,0
7531,1
5100,1
11307,0
2289,1
7893,1
3430,1
2331,0
10999,1
563,1
10278,1
10338,1
969,1
5308,0
8185,0
10943,1
5009,0
10870,1
10415,0
4176,1
6911,1
5402,1
4819,0
6222,0
12328,0
5123,1
4693,1
5958,0
997,1
3227,0
11948,0
9209,1
12300,1
504,0
653,1
8106,0
10736,0
12572,0
919,0
5684,1
1609,1
2788,0
1950,0
10902,0
7399,1
12594,1
3236,1
9984,0
814,1
10656,0
11092,1
9407,0
8705,1
631,1
518,0
1724,0
1200,1
2342,1
3301,1
4862,0
8030,1
1375,1
5264,1
4570,1
6728,1
11174,0
8957,1
2886,0
268,0
5145,0
10033,0
10394,1
4933,1
12284,0
107,1
3477,1
12142,0
10518,0
3129,0
10709,1
2779,1
6382,0
3226,1
11246,0
8824,0
3206,1
5522,0
602,1
4789,1
11290,0
9886,1
6650,1
4909,0
9350,0
2558,1
10404,1
6348,1
6334,0
10760,0
438,0
609,1
6055,0
2855,1
2835,1
4243,1
11580,1
9247,0
1354,1
3127,0
5089,1
7445,1
7632,1
6238,1
12243,1
7334,0
9795,1
11519,1
7063,1
3589,0
1802,1
10000,1
494,1
10535,1
5701,1
6956,1
2981,1
10112,1
303,0
8178,1
676,0
9742,0
4005,1
3576,1
9323,1
7596,0
41,1
4371,1
1549,0
1264,0
5993,0
10664,0
6666,0
1663,1
9148,0
7775,0
7172,1
6769,0
11076,1
12181,1
11285,1
5137,1
9804,0
344,1
6534,0
7110,0
7915,1
9124,0
10822,1
8443,0
10724,1
8470,0
1717,0
9655,1
3624,1
11699,1
7696,0
1923,1
8802,1
9356,0
9566,1
6790,0
328,1
8973,0
6212,1
7844,1
3041,0
1962,0
3238,1
3272,1
10554,1
3797,0
10911,1
6516,1
3832,1
1851,0
6211,1
6151,0
6656,1
3846,0
2684,1
784,1
10173,1
10743,1
4618,1
2945,1
6668,1
3346,1
9402,0
5113,0
8158,1
9595,1
12565,1
10921,1
3422,1
9881,0
9436,1
8428,0
540,1
80,0
6074,1
6306,1
2739,0
5202,0
6128,0
4427,0
359,0
11611,0
10107,1
8678,1
9379,1
13,1
4223,1
6724,0
1610,0
2226,0
757,1
11943,0
4180,0
4767,1
3103,1
9873,0
3275,1
966,0
4541,0
5594,0
11775,0
4073,0
1918,0
6072,1
3621,1
3486,1
3122,0
403,0
2688,1
5769,0
12643,0
12637,0
8125,1
6584,0
2935,0
4573,0
4529,1
1117,0
4811,1
10521,1
10266,0
2741,1
12285,0
10246,0
7963,0
3770,0
8008,0
11038,0
1372,1
6269,1
5675,0
6852,1
6417,1
8583,0
6364,1
8250,1
8760,0
4621,1
9965,1
26,0
6545,1
1897,1
10747,1
5096,1
9818,1
717,1
1025,1
4684,0
442,0
1477,0
8254,0
5027,1
11418,0
5830,1
2556,1
9047,1
1099,0
10360,0
4870,1
9051,0
5881,0
11422,1
7200,1
819,1
750,1
9842,0
3342,1
1925,1
8647,0
52,0
10851,1
5902,0
11786,1
4116,0
12120,0
6559,0
5309,0
10256,1
5182,0
5442,0
9409,0
2312,1
11343,0
12170,1
55,1
7777,1
3077,1
2341,1
2366,0
7879,1
3707,0
6773,0
3015,1
2096,1
9948,1
12293,1
7992,0
9927,0
10001,0
3934,1
10463,1
12443,0
8777,0
6234,1
8552,1
7379,1
603,0
5823,1
9373,1
4980,1
4868,1
9791,0
3012,1
4564,1
3659,1
9339,0
1686,1
6430,0
9414,0
7208,1
9906,0
12157,0
8025,1
1782,1
3530,0
3278,1
10337,1
5195,0
10945,0
12241,1
795,1
10599,1
250,1
6429,1
12538,1
10839,1
11742,1
12641,0
8507,1
1604,0
926,0
10373,0
7671,0
11666,1
7393,1
11515,1
4698,0
11919,1
5199,1
7543,0
6347,1
9784,1
12452,0
4253,0
10197,1
10151,1
6076,1
7140,0
8054,0
11606,1
3506,1
3897,1
1648,0
10797,1
4440,0
3377,1
395,0
6801,1
11800,0
2205,1
11975,1
12044,1
505,0
10437,1
10700,1
6344,0
3500,1
8964,1
947,1
1929,1
8459,0
11346,1
2674,1
10165,1
10632,0
7697,1
1773,1
6870,0
9935,0
7206,1
9829,1
5854,1
1211,0
9444,1
7155,0
1010,1
1627,1
2461,0
3072,1
2302,0
3967,0
1260,0
10540,0
1885,1
128,0
12442,1
3938,1
1054,1
10914,1
110,1
9449,1
7758,1
8061,0
7930,1
9733,1
7478,1
10220,1
2699,0
7627,1
1400,1
6949,0
10627,0
11283,0
2970,0
3703,0
1301,1
3334,1
9877,1
11555,1
7320,0
4124,1
9208,0
1263,1
4893,0
3575,1
7355,1
7156,0
2109,1
12429,1
1394,0
10677,0
9222,0
12236,1
6231,0
6345,0
10049,0
12002,0
7713,1
11860,0
1512,1
4450,1
7162,0
12360,0
9735,1
876,1
6588,1
2597,0
2297,1
12249,1
4081,0
7124,0
884,1
7299,0
490,0
1401,0
12149,0
339,0
5238,0
822,1
492,1
8857,1
6471,1
8149,0
3642,1
8519,1
12439,0
139,1
10965,1
2622,0
5898,1
8442,1
5345,1
3720,0
4020,1
10582,1
4888,0
1000,1
7981,0
2628,0
2837,0
12108,1
3360,1
12313,0
2583,1
5012,0
7526,1
43,0
12589,0
447,1
10320,0
270,1
4366,1
12256,1
511,0
6467,1
9515,1
4989,0
10969,0
4363,0
4329,1
9478,0
4093,0
12559,0
6160,0
2845,1
4383,0
3139,1
4829,1
2950,0
512,0
7934,1
810,1
12171,0
11309,1
6081,1
9871,1
815,0
3309,0
12531,0
9338,0
279,1
5940,0
11009,0
7421,1
7831,0
10490,1
10595,0
4971,0
3881,0
3901,1
7189,0
10859,1
3454,1
8086,1
6175,1
2912,1
4835,0
1243,1
6793,1
4158,0
11842,1
8363,1
8319,1
6684,1
5674,0
11644,0
12220,1
8501,1
1827,1
11757,1
1981,0
4914,1
12111,1
1779,1
6992,1
111,1
9731,1
11454,0
1758,1
7255,0
7111,0
11159,1
9730,0
970,1
11565,1
8476,0
1188,0
7160,1
10050,0
12494,0
2441,1
4173,1
7708,1
3504,0
8454,1
8390,1
10480,0
8913,0
10412,1
3876,1
830,0
3962,1
12338,0
10210,0
11805,0
8623,0
12033,1
5339,1
3258,1
9809,1
4352,1
7659,1
106,1
6229,0
1226,1
8004,0
9231,1
2522,1
7339,1
2413,1
7548,0
3574,1
513,0
1725,0
11549,1
5774,0
10014,1
11167,0
4729,1
2677,0
3704,1
1178,0
1964,1
1339,1
10163,1
301,1
6489,0
12583,0
5945,1
5913,1
10834,1
6089,1
310,0
6331,0
9514,1
3734,1
8947,1
12100,1
2392,1
1588,0
6438,1
5192,0
5000,0
4738,1
12102,0
3644,1
11851,0
9483,0
12012,0
2430,1
3216,1
4689,0
9107,0
4356,0
3878,1
7949,0
2320,0
12011,1
4090,0
6644,1
12125,1
1966,0
75,1
12473,1
9593,0
12459,0
11245,0
10608,1
11318,1
2801,1
3532,1
5666,1
4682,1
5936,0
4042,0
12179,0
6097,0
4044,1
3249,1
11455,0
6564,1
10600,0
3211,1
2668,1
8715,0
986,1
10274,1
11888,0
4280,1
10616,1
101,1
1486,1
594,0
12112,1
5042,1
1901,1
1258,0
5779,1
8871,1
10350,1
5551,0
5549,1
4620,1
1205,0
5749,1
10301,0
1175,0
2257,0
12337,1
2504,1
948,0
6663,0
6538,0
2968,1
12663,0
2073,0
12428,1
833,1
11430,1
5241,0
6337,1
9504,0
6286,1
7615,1
8181,1
8504,1
3339,0
11440,0
7391,1
10602,0
4593,0
5288,1
11378,0
7461,0
1565,1
5465,0
3218,0
6110,0
3409,0
4248,1
11824,0
1909,0
9803,0
1381,1
5735,0
6186,1
8599,0
6149,1
4151,0
5070,0
1677,1
11663,1
5400,1
11940,0
9527,1
6385,0
6770,0
8035,1
255,1
7752,0
3794,1
6243,1
9993,0
8989,1
7998,1
5011,1
9433,1
662,0
8527,0
8743,0
3333,1
11583,1
7533,0
3911,0
1716,0
11114,1
4814,0
9441,0
2792,1
1880,1
1097,1
9639,1
1841,1
91,1
5026,0
907,1
2156,0
9820,1
8294,1
10058,1
1193,0
10076,0
4926,1
1416,0
2326,0
10336,0
2233,1
2704,1
208,0
5289,1
6781,0
4820,1
12059,1
1007,0
8211,0
1316,0
8246,1
3577,1
5955,0
2295,0
5184,1
1873,1
2313,1
1537,1
8021,1
8347,0
3185,0
8942,0
89,1
5222,0
2130,1
2170,1
2199,0
8676,1
10229,1
7075,1
10854,1
9542,1
2482,1
1365,1
1345,1
11712,0
2737,1
1146,0
7213,0
8385,1
11260,1
8832,1
12403,0
11446,1
10890,0
9268,0
3869,1
7769,0
9576,0
10555,1
8092,0
4983,0
12458,1
293,0
6462,1
1676,0
2765,0
5209,1
7726,1
10430,1
5074,1
11097,1
184,1
3423,1
1664,1
9853,1
7833,0
1154,1
3767,1
1492,0
7278,0
2582,1
7387,1
1227,1
7338,0
9166,1
7197,0
5391,1
4822,1
3588,1
5517,0
12177,1
3406,0
7579,1
12453,1
5043,1
5104,1
12325,0
1228,1
1968,1
434,1
11432,0
6363,1
6527,1
11302,0
2136,0
10305,0
3792,0
6957,0
8007,0
11106,1
6767,0
2316,0
5778,0
10291,1
8397,1
1682,1
8579,1
5612,1
11505,1
11044,1
10587,0
2656,1
4754,0
5715,1
3695,1
10483,0
8281,1
8836,1
5146,1
10417,0
9015,0
7687,0
5330,1
3165,0
5616,1
11891,1
707,1
4239,1
8977,1
10242,0
10872,1
2469,1
5960,0
10348,1
11054,1
178,0
4267,0
8604,1
10552,1
8608,0
11231,0
5390,0
12316,0
3248,1
10590,1
740,0
73,1
337,0
10400,0
2360,0
10180,1
11518,1
7000,1
11849,0
9684,0
2202,1
3963,1
5312,1
11012,0
11787,0
7641,1
6195,1
12451,0
2978,0
11370,0
10548,1
3049,1
8823,1
10383,1
1896,0
11704,1
1080,1
4728,1
10227,1
9358,1
5947,0
12614,0
11195,1
9994,1
6325,1
3670,0
4274,1
4594,0
2246,1
81,1
12524,1
877,1
5262,1
5785,1
1340,1
3387,1
4496,0
759,1
10410,0
1356,1
7782,1
3094,0
9790,0
5088,1
2093,0
7441,0
10707,0
3178,0
12295,0
5370,1
9658,0
7640,1
319,1
848,0
12294,0
2785,1
1443,0
11672,1
2028,0
4935,0
3983,1
4471,0
10984,1
5250,0
8993,0
6341,0
5999,0
11695,0
2512,0
4161,0
374,0
11484,0
12603,1
3527,0
11806,1
9218,1
6424,1
1506,1
3168,0
372,0
6720,1
7083,0
4985,0
4432,1
11780,1
1325,1
6498,1
3859,0
1579,0
4192,1
11404,0
3250,1
12185,0
2637,0
12327,0
4295,1
129,1
10753,1
10311,1
1635,0
8153,1
5219,1
11972,1
7651,1
7073,1
370,1
5884,0
10696,1
2116,0
1820,0
881,1
4327,1
8569,0
5509,1
11102,1
10199,1
432,1
11835,0
7138,0
6445,0
1591,1
5239,0
4268,0
3727,1
3863,1
1876,1
2654,1
7392,1
9006,1
10448,1
6362,1
4112,0
10212,1
4212,1
367,0
7463,1
3436,1
12476,1
11411,1
7623,1
10130,0
6117,1
5944,0
6119,0
2893,0
11415,1
11855,1
239,1
7128,1
11978,1
542,1
6947,1
10917,0
10646,1
1459,1
1903,1
4648,0
362,1
7114,1
7210,0
2086,0
2988,0
6932,0
9922,1
11789,0
4451,1
11901,0
3607,0
3984,0
3347,0
2083,0
11037,0
6786,1
2514,1
3004,1
1181,1
12306,0
3599,1
4745,1
9926,1
9525,1
6703,1
1229,1
2780,1
10938,0
12202,1
9726,1
11857,0
3946,1
3492,1
10497,1
960,0
3313,1
1164,1
1306,1
2993,1
5709,1
1575,0
3742,1
5580,1
3834,0
10740,1
10387,0
1858,1
4354,0
769,1
10253,0
3940,1
6592,0
4210,1
5912,0
9786,1
957,0
11165,0
10481,1
11755,0
7498,0
3818,0
6421,1
8248,0
3300,1
1435,1
3958,1
4531,0
1057,1
10013,1
6979,0
7505,0
60,0
6173,1
4878,0
35,1
7315,1
5746,1
7454,1
5156,1
12163,0
8177,1
9392,1
10977,0
6194,1
4361,1
3257,1
5681,0
6064,0
7459,1
9710,1
373,1
8926,0
11624,0
10706,1
2596,0
4080,1
9079,1
7116,0
8686,0
8772,0
4199,1
9325,1
8404,0
1064,1
3293,0
4843,1
3796,1
11148,1
5127,0
1004,0
5691,1
7824,1
10351,1
5596,1
4049,0
3966,1
6015,0
8378,1
11593,1
2015,1
6941,0
3384,1
10248,0
1631,1
5718,1
1307,1
11974,1
1781,0
2422,0
1655,1
11345,1
9316,1
8637,1
2274,1
4560,1
10695,0
7363,1
12649,1
3047,0
1681,1
6410,1
2800,1
3215,0
2581,0
243,1
11981,1
6388,1
6835,1
10887,0
7484,0
3549,1
5323,1
11862,1
1659,0
10525,0
5726,1
7781,0
6915,1
9489,0
1674,1
5503,1
2352,0
3995,1
6905,1
611,1
9599,0
2474,1
11424,0
8565,1
11991,0
5781,0
3062,1
6822,1
1186,1
6218,1
2127,1
236,0
1344,0
2321,1
7087,1
9410,0
1776,1
9690,1
7209,1
7888,1
2391,1
5041,1
10289,1
7812,0
5727,0
7581,0
8702,0
1613,1
6091,1
1623,1
10237,1
11551,1
6188,1
3163,0
7413,0
5703,0
12390,1
8142,0
78,0
6034,1
2317,1
11751,1
2874,0
4409,0
3399,0
9103,1
7951,0
3478,1
8889,0
2386,1
4562,1
363,0
10034,1
9345,1
5440,0
1360,1
12187,1
11334,1
12090,1
9833,1
5620,0
5130,0
10925,0
12317,0
11648,1
8275,1
79,1
7909,0
7232,0
8854,1
5535,1
324,1
5015,0
1440,0
12025,1
12335,0
1130,0
10445,1
10568,1
9000,1
1510,0
7340,1
3105,0
2593,1
10768,0
11521,1
656,0
3070,1
5538,0
12520,1
9050,1
1383,1
12047,0
11686,1
4940,0
9025,1
2927,1
1614,1
3356,1
213,1
10712,1
131,1
3087,1
11089,1
6517,1
10716,0
3467,0
8146,1
448,1
12420,0
699,1
8295,1
10875,1
7228,1
523,1
11209,1
9294,1
1821,0
1415,0
165,1
3308,0
7762,1
6758,1
5305,1
11381,1
4600,0
2555,1
3383,1
5837,1
10691,1
8587,1
625,0
4791,1
3997,0
9139,0
761,1
11622,1
10931,0
6407,1
5479,0
6324,0
9635,0
6990,0
6927,0
4039,1
5497,1
645,1
5533,0
7802,1
1882,1
4867,1
8087,1
9232,1
4147,1
2598,1
10733,0
2822,1
2349,1
5471,1
5217,0
7137,1
5131,0
2286,1
6241,1
2827,1
12205,1
4207,1
11460,0
183,1
6613,0
11508,1
4057,1
1169,0
2489,0
8058,0
5802,0
1711,0
9370,1
2129,1
2532,0
8589,1
1291,0
3661,1
3971,0
8019,1
3458,0
9822,0
3096,1
7300,0
9481,1
6514,1
5839,1
6232,1
6182,0
2309,0
901,0
3748,0
571,1
12681,0
4545,1
8804,0
7078,0
3366,1
10501,0
7434,0
11784,1
12400,0
5630,1
9621,0
6743,0
10066,1
4452,1
4704,1
2742,0
11463,0
12588,0
4378,0
10359,1
8071,1
8075,0
11629,0
6895,1
11912,1
4470,0
3525,1
12508,1
3115,0
3952,1
10129,1
1321,0
9317,1
10703,1
1527,1
4825,0
10650,1
10687,1
5487,0
3877,1
1111,0
1408,1
11464,0
3137,0
12410,1
7837,0
7335,1
7011,0
10456,1
4478,0
7406,1
7774,1
2589,1
9694,1
2538,1
1320,0
9425,0
10428,1
5672,0
1629,1
10981,1
6460,1
123,1
2634,0
7018,1
4756,0
9988,1
6675,1
3102,1
2710,1
6056,0
4326,0
8144,0
4997,0
11996,0
765,1
1409,1
12101,1
10620,0
1745,1
7008,0
11528,0
6245,1
11277,1
8629,1
4517,0
7021,0
7239,1
6819,0
10065,1
10806,0
2138,0
8990,1
5966,1
6103,0
626,1
4591,1
9371,1
1616,1
9974,1
10398,0
1890,1
8982,0
6653,0
8199,0
10606,1
7486,0
12491,1
2276,1
11152,0
10116,1
8609,0
7374,0
8934,1
10319,1
5310,0
3593,1
8121,0
10101,1
5265,1
6704,1
7096,1
824,1
7935,1
12103,1
116,1
7764,1
9673,1
10096,0
11408,1
2371,1
4669,0
3799,0
1024,1
6557,1
592,0
11951,1
12188,1
2022,0
9299,1
7322,0
2508,0
9989,0
1508,1
127,1
12414,0
2437,1
8595,1
8342,0
2023,0
6490,0
10636,1
10634,0
62,0
6432,1
2544,1
11301,0
11749,1
7557,0
7326,1
11931,0
9768,0
3632,1
11782,0
11477,1
10345,1
4332,1
3676,1
222,1
12492,0
120,0
6732,0
10572,1
11326,1
4289,0
2283,0
8373,1
12365,1
4485,0
9160,1
8819,1
5641,1
4765,1
7500,0
11522,1
12150,0
12568,1
11646,0
9557,1
8806,0
5382,0
11270,1
266,1
3973,1
1932,0
10391,1
3190,1
1807,1
7820,1
8417,1
7874,1
6509,1
5604,0
12629,1
6827,1
2068,1
4966,1
2098,0
9378,1
2963,0
10681,0
5851,0
4803,1
10378,0
0,1
11062,0
10541,1
284,1
11498,1
7719,1
9112,0
12221,1
1608,1
5908,1
10584,0
2354,1
7385,1
99,1
9114,1
11553,1
9594,0
9120,0
4263,0
10661,0
10465,0
5736,0
4108,0
9738,1
8809,0
9284,1
4186,1
612,1
9077,0
11636,1
7426,0
8969,1
9830,0
6448,1
3252,0
2903,1
12530,0
28,0
5618,0
5162,0
3280,1
3604,0
6007,1
11585,1
6634,0
8266,1
4611,0
5405,0
4078,0
11697,0
11335,1
10801,0
10419,0
10194,1
6253,0
9776,0
9709,1
6437,0
11340,1
9264,0
2691,1
1799,0
2820,1
4242,1
10825,0
3404,1
5696,1
8169,0
8043,1
10738,0
11438,1
10876,1
5719,1
115,0
7970,1
11126,1
10030,1
11894,1
11788,1
5277,1
8529,1
10879,0
1973,1
7303,1
8945,1
8033,0
1938,1
673,1
10904,1
3511,1
9393,1
7738,1
4260,0
8616,1
3715,1
8856,0
350,0
8639,1
8901,1
7185,1
1924,1
1221,1
3922,0
10958,1
5245,0
387,1
3547,1
1337,1
4850,1
6282,1
4547,1
5290,1
3205,0
9800,0
9022,1
7246,0
5046,1
8778,0
3418,1
6540,1
1734,0
8063,1
12666,1
3191,1
9198,0
8592,1
6102,1
1253,1
6573,1
21,1
9497,0
6910,1
8429,1
3107,0
3665,0
8863,0
12498,1
6037,1
9037,0
4790,1
100,1
9545,1
12467,1
3451,1
9061,0
3686,1
8156,1
604,0
4930,0
4998,0
4723,1
3868,0
9094,0
7828,1
11096,1
1747,1
7845,1
3310,0
6844,1
2051,1
4047,0
7458,1
2757,0
12653,1
7288,0
8888,1
1179,0
6874,0
4720,0
9354,0
2173,1
5576,0
9282,1
9040,1
9961,0
3808,0
4876,1
3745,1
7794,1
8797,1
8366,0
7676,1
10461,0
2463,1
8292,0
9435,1
8933,1
8526,1
11100,1
7282,1
5801,1
2881,0
3292,1
11655,0
4690,1
2987,0
6310,1
5534,0
7853,0
5638,1
4702,1
6029,1
4043,0
3466,0
4736,1
6959,1
9660,1
1838,1
3123,0
11866,0
8652,0
1562,1
10167,1
3290,1
6729,0
4515,0
8930,1
9630,1
7373,0
7666,1
497,0
10942,0
3945,1
375,1
9401,1
5037,1
404,1
3778,1
2467,0
93,1
11705,0
3204,1
10413,0
6834,0
10041,1
827,1
4524,1
5985,1
6598,1
11379,1
6176,1
6862,1
6995,1
8535,0
2683,1
10978,1
2547,1
11338,1
691,0
7528,1
8192,0
9774,0
1707,1
7644,1
10213,1
11413,1
11783,0
2003,0
1131,0
12417,1
11909,0
2304,1
5343,1
8787,1
10567,0
8020,1
6246,1
3395,0
7788,0
10453,1
1731,0
9351,0
6996,1
2120,0
606,0
10877,1
1671,0
12425,0
11465,0
1971,1
4461,1
10488,1
736,1
4122,0
6980,1
7452,0
4776,0
7033,0
5346,1
4099,1
9029,1
292,1
8890,1
4903,0
7296,1
3969,1
12311,0
7396,0
12606,0
5763,0
1963,1
10466,1
8010,0
3441,0
5394,1
10060,1
2387,0
2671,1
3516,1
2502,1
3988,0
3999,1
63,1
1384,1
4333,0
650,1
1967,0
112,1
3024,1
5444,1
804,1
5652,0
8769,0
5930,1
8318,1
3331,0
7152,0
8053,0
12556,1
3793,0
12345,1
9592,0
851,0
12604,0
6838,1
3057,0
2665,1
4950,0
11187,0
2679,1
3893,0
5491,1
2977,0
1053,0
10937,0
10597,0
7521,0
12052,1
8345,0
7734,1
5662,0
10583,0
2353,1
2660,1
1028,1
8472,1
2711,0
3821,0
7026,0
3128,1
5593,0
9671,1
7377,1
7942,1
12003,1
5896,1
8015,1
8696,1
903,1
2040,1
9864,1
3751,1
8742,0
1862,1
1805,1
7468,0
12570,1
945,1
11834,1
4259,0
9882,1
2107,1
12577,1
11317,1
5610,1
11590,1
8641,0
11095,1
941,1
6930,1
1020,0
9724,1
1847,1
12203,1
3898,0
437,1
5410,1
11637,1
4882,0
739,1
11059,0
11483,1
7601,1
5102,0
586,0
2989,1
4444,0
6567,0
9220,0
5259,0
11471,1
11400,0
12581,1
5637,0
6797,0
573,1
12232,1
647,0
595,0
7034,0
5347,0
3396,1
7444,1
